"spotifyId","genreTop","sentiment","totalWords","totalSentiment","percentSentiment","totalCommentWords","totalCommentSentiment","percentCommentSentiment","totalWords_song","totalSentiment_song","totalWords_comment","totalSentiment_comment","song_percent","comment_percent"
"00AgttKx4gRJghhPETFrOE","punk","joy",26,4,0.153846153846154,27,3,0.111111111111111,1090,156,799,160,0.143119266055046,0.200250312891114
"00AgttKx4gRJghhPETFrOE","punk","sadness",26,5,0.192307692307692,27,5,0.185185185185185,1006,122,792,104,0.121272365805169,0.131313131313131
"00AgttKx4gRJghhPETFrOE","punk","anger",26,2,0.0769230769230769,27,4,0.148148148148148,967,117,746,72,0.120992761116856,0.096514745308311
"00AgttKx4gRJghhPETFrOE","punk","disgust",26,2,0.0769230769230769,27,2,0.0740740740740741,880,109,571,56,0.123863636363636,0.0980735551663748
"00AgttKx4gRJghhPETFrOE","punk","anticipation",26,6,0.230769230769231,27,2,0.0740740740740741,1129,225,790,127,0.199291408325952,0.160759493670886
"00AgttKx4gRJghhPETFrOE","punk","surprise",26,1,0.0384615384615385,27,3,0.111111111111111,969,118,736,77,0.121775025799794,0.104619565217391
"00AgttKx4gRJghhPETFrOE","punk","trust",26,4,0.153846153846154,27,5,0.185185185185185,1073,187,797,156,0.174277726001864,0.19573400250941
"00AgttKx4gRJghhPETFrOE","punk","fear",26,2,0.0769230769230769,27,3,0.111111111111111,926,128,741,84,0.138228941684665,0.11336032388664
"01k24g94i1JvkFLQmVEdCd","pop","anger",5,1,0.2,74,8,0.108108108108108,6871,750,5373,540,0.109154417115413,0.100502512562814
"01k24g94i1JvkFLQmVEdCd","pop","disgust",5,1,0.2,74,5,0.0675675675675676,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"01k24g94i1JvkFLQmVEdCd","pop","anticipation",5,1,0.2,74,8,0.108108108108108,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"01k24g94i1JvkFLQmVEdCd","pop","sadness",5,1,0.2,74,10,0.135135135135135,7201,898,5888,701,0.124704902096931,0.119055706521739
"01k24g94i1JvkFLQmVEdCd","pop","fear",5,1,0.2,74,7,0.0945945945945946,7215,859,5448,626,0.119057519057519,0.114904552129222
"01k24g94i1JvkFLQmVEdCd","pop","joy",0,0,0,74,17,0.22972972972973,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"01k24g94i1JvkFLQmVEdCd","pop","surprise",0,0,0,74,8,0.108108108108108,7019,701,5820,627,0.0998717766063542,0.107731958762887
"01k24g94i1JvkFLQmVEdCd","pop","trust",0,0,0,74,11,0.148648648648649,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"02D9uD9WQb834Lb54xCvDS","pop","anger",84,11,0.130952380952381,15,2,0.133333333333333,6871,750,5373,540,0.109154417115413,0.100502512562814
"02D9uD9WQb834Lb54xCvDS","pop","anticipation",84,7,0.0833333333333333,0,0,0,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"02D9uD9WQb834Lb54xCvDS","pop","disgust",84,10,0.119047619047619,15,4,0.266666666666667,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"02D9uD9WQb834Lb54xCvDS","pop","fear",84,15,0.178571428571429,15,3,0.2,7215,859,5448,626,0.119057519057519,0.114904552129222
"02D9uD9WQb834Lb54xCvDS","pop","joy",84,13,0.154761904761905,15,1,0.0666666666666667,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"02D9uD9WQb834Lb54xCvDS","pop","sadness",84,14,0.166666666666667,15,3,0.2,7201,898,5888,701,0.124704902096931,0.119055706521739
"02D9uD9WQb834Lb54xCvDS","pop","surprise",84,7,0.0833333333333333,15,1,0.0666666666666667,7019,701,5820,627,0.0998717766063542,0.107731958762887
"02D9uD9WQb834Lb54xCvDS","pop","trust",84,7,0.0833333333333333,15,1,0.0666666666666667,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"02HZgK5YSCALhTkEw2x1va","pop","surprise",9,2,0.222222222222222,0,0,0,7019,701,5820,627,0.0998717766063542,0.107731958762887
"02HZgK5YSCALhTkEw2x1va","pop","disgust",9,1,0.111111111111111,34,10,0.294117647058824,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"02HZgK5YSCALhTkEw2x1va","pop","fear",9,1,0.111111111111111,34,5,0.147058823529412,7215,859,5448,626,0.119057519057519,0.114904552129222
"02HZgK5YSCALhTkEw2x1va","pop","sadness",9,2,0.222222222222222,34,5,0.147058823529412,7201,898,5888,701,0.124704902096931,0.119055706521739
"02HZgK5YSCALhTkEw2x1va","pop","anticipation",9,1,0.111111111111111,34,9,0.264705882352941,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"02HZgK5YSCALhTkEw2x1va","pop","joy",9,1,0.111111111111111,34,1,0.0294117647058824,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"02HZgK5YSCALhTkEw2x1va","pop","trust",9,1,0.111111111111111,34,1,0.0294117647058824,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"02HZgK5YSCALhTkEw2x1va","pop","anger",0,0,0,34,3,0.0882352941176471,6871,750,5373,540,0.109154417115413,0.100502512562814
"03fT3OHB9KyMtGMt2zwqCT","country","fear",16,5,0.3125,15,2,0.133333333333333,1568,210,441,53,0.133928571428571,0.120181405895692
"03fT3OHB9KyMtGMt2zwqCT","country","anger",16,1,0.0625,0,0,0,1613,241,328,34,0.14941103533788,0.103658536585366
"03fT3OHB9KyMtGMt2zwqCT","country","disgust",16,1,0.0625,15,1,0.0666666666666667,1573,188,307,27,0.119516846789574,0.0879478827361563
"03fT3OHB9KyMtGMt2zwqCT","country","sadness",16,5,0.3125,15,4,0.266666666666667,1585,217,478,59,0.136908517350158,0.123430962343096
"03fT3OHB9KyMtGMt2zwqCT","country","joy",16,2,0.125,15,4,0.266666666666667,1431,242,558,152,0.16911250873515,0.272401433691756
"03fT3OHB9KyMtGMt2zwqCT","country","trust",16,1,0.0625,15,2,0.133333333333333,1290,180,544,105,0.13953488372093,0.193014705882353
"03fT3OHB9KyMtGMt2zwqCT","country","anticipation",16,1,0.0625,15,2,0.133333333333333,1018,219,561,90,0.215127701375246,0.160427807486631
"03ThZweiBWFP8tOGsk6QMO","rap","anger",98,18,0.183673469387755,0,0,0,1899,327,631,85,0.17219589257504,0.134706814580032
"03ThZweiBWFP8tOGsk6QMO","rap","disgust",98,11,0.112244897959184,0,0,0,1847,208,600,66,0.112615051434759,0.11
"03ThZweiBWFP8tOGsk6QMO","rap","fear",98,13,0.13265306122449,0,0,0,1795,247,622,84,0.137604456824513,0.135048231511254
"03ThZweiBWFP8tOGsk6QMO","rap","surprise",98,10,0.102040816326531,0,0,0,1871,162,486,57,0.0865847140566542,0.117283950617284
"03ThZweiBWFP8tOGsk6QMO","rap","joy",98,15,0.153061224489796,0,0,0,2026,308,658,108,0.152023692003949,0.164133738601824
"03ThZweiBWFP8tOGsk6QMO","rap","trust",98,10,0.102040816326531,0,0,0,1978,278,658,99,0.140546006066734,0.150455927051672
"03ThZweiBWFP8tOGsk6QMO","rap","anticipation",98,11,0.112244897959184,0,0,0,1982,262,648,113,0.132189707366297,0.174382716049383
"03ThZweiBWFP8tOGsk6QMO","rap","sadness",98,10,0.102040816326531,0,0,0,1993,252,598,69,0.126442548921224,0.115384615384615
"03WuFsWpkytZ6c5iidS8Im","others","anger",19,4,0.210526315789474,11,2,0.181818181818182,4616,430,2307,255,0.0931542461005199,0.110533159947984
"03WuFsWpkytZ6c5iidS8Im","others","fear",19,3,0.157894736842105,11,2,0.181818181818182,5023,494,2321,260,0.0983476010352379,0.11202068074106
"03WuFsWpkytZ6c5iidS8Im","others","sadness",19,4,0.210526315789474,11,2,0.181818181818182,5319,573,2464,271,0.107727016356458,0.109983766233766
"03WuFsWpkytZ6c5iidS8Im","others","anticipation",19,2,0.105263157894737,0,0,0,5642,882,2647,453,0.156327543424318,0.171137136380808
"03WuFsWpkytZ6c5iidS8Im","others","joy",19,1,0.0526315789473684,11,3,0.272727272727273,5672,1445,2675,563,0.254760225669958,0.210467289719626
"03WuFsWpkytZ6c5iidS8Im","others","trust",19,2,0.105263157894737,11,1,0.0909090909090909,5662,1134,2629,493,0.200282585658778,0.187523773297832
"03WuFsWpkytZ6c5iidS8Im","others","disgust",19,3,0.157894736842105,11,1,0.0909090909090909,3871,374,2022,176,0.0966158615344872,0.0870425321463897
"04KTF78FFg8sOHC1BADqbY","pop","anger",0,0,0,25,6,0.24,6871,750,5373,540,0.109154417115413,0.100502512562814
"04KTF78FFg8sOHC1BADqbY","pop","anticipation",0,0,0,25,3,0.12,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"04KTF78FFg8sOHC1BADqbY","pop","disgust",0,0,0,25,1,0.04,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"04KTF78FFg8sOHC1BADqbY","pop","fear",0,0,0,25,1,0.04,7215,859,5448,626,0.119057519057519,0.114904552129222
"04KTF78FFg8sOHC1BADqbY","pop","joy",0,0,0,25,6,0.24,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"04KTF78FFg8sOHC1BADqbY","pop","sadness",0,0,0,25,4,0.16,7201,898,5888,701,0.124704902096931,0.119055706521739
"04KTF78FFg8sOHC1BADqbY","pop","surprise",0,0,0,25,2,0.08,7019,701,5820,627,0.0998717766063542,0.107731958762887
"04KTF78FFg8sOHC1BADqbY","pop","trust",0,0,0,25,2,0.08,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"054ZT5KOAyQ3ec0WLgrOOC","others","trust",8,2,0.25,15,3,0.2,5662,1134,2629,493,0.200282585658778,0.187523773297832
"054ZT5KOAyQ3ec0WLgrOOC","others","anticipation",8,2,0.25,15,4,0.266666666666667,5642,882,2647,453,0.156327543424318,0.171137136380808
"054ZT5KOAyQ3ec0WLgrOOC","others","anger",8,1,0.125,15,1,0.0666666666666667,4616,430,2307,255,0.0931542461005199,0.110533159947984
"054ZT5KOAyQ3ec0WLgrOOC","others","disgust",8,1,0.125,0,0,0,3871,374,2022,176,0.0966158615344872,0.0870425321463897
"054ZT5KOAyQ3ec0WLgrOOC","others","fear",8,1,0.125,0,0,0,5023,494,2321,260,0.0983476010352379,0.11202068074106
"054ZT5KOAyQ3ec0WLgrOOC","others","sadness",8,1,0.125,15,1,0.0666666666666667,5319,573,2464,271,0.107727016356458,0.109983766233766
"054ZT5KOAyQ3ec0WLgrOOC","others","joy",0,0,0,15,4,0.266666666666667,5672,1445,2675,563,0.254760225669958,0.210467289719626
"054ZT5KOAyQ3ec0WLgrOOC","others","surprise",0,0,0,15,2,0.133333333333333,5072,420,2403,269,0.082807570977918,0.111943404078236
"06iMqWThw4w8fTFyccvOwr","pop","sadness",2,2,1,13,2,0.153846153846154,7201,898,5888,701,0.124704902096931,0.119055706521739
"06iMqWThw4w8fTFyccvOwr","pop","anger",0,0,0,13,2,0.153846153846154,6871,750,5373,540,0.109154417115413,0.100502512562814
"06iMqWThw4w8fTFyccvOwr","pop","anticipation",0,0,0,13,1,0.0769230769230769,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"06iMqWThw4w8fTFyccvOwr","pop","disgust",0,0,0,13,2,0.153846153846154,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"06iMqWThw4w8fTFyccvOwr","pop","fear",0,0,0,13,1,0.0769230769230769,7215,859,5448,626,0.119057519057519,0.114904552129222
"06iMqWThw4w8fTFyccvOwr","pop","joy",0,0,0,13,2,0.153846153846154,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"06iMqWThw4w8fTFyccvOwr","pop","surprise",0,0,0,13,2,0.153846153846154,7019,701,5820,627,0.0998717766063542,0.107731958762887
"06iMqWThw4w8fTFyccvOwr","pop","trust",0,0,0,13,1,0.0769230769230769,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"07huQEWGQAe7aJaeR08Cag","metal","fear",5,3,0.6,15,2,0.133333333333333,1775,335,1268,181,0.188732394366197,0.142744479495268
"07huQEWGQAe7aJaeR08Cag","metal","anger",5,1,0.2,15,1,0.0666666666666667,1705,283,1313,175,0.165982404692082,0.133282559025133
"07huQEWGQAe7aJaeR08Cag","metal","sadness",5,1,0.2,15,2,0.133333333333333,1714,269,1342,190,0.156942823803967,0.141579731743666
"07huQEWGQAe7aJaeR08Cag","metal","anticipation",0,0,0,15,4,0.266666666666667,1774,241,1364,181,0.135851183765502,0.132697947214076
"07huQEWGQAe7aJaeR08Cag","metal","disgust",0,0,0,15,1,0.0666666666666667,1645,156,1226,132,0.0948328267477204,0.107667210440457
"07huQEWGQAe7aJaeR08Cag","metal","joy",0,0,0,15,2,0.133333333333333,1747,219,1378,237,0.125357756153406,0.171988388969521
"07huQEWGQAe7aJaeR08Cag","metal","surprise",0,0,0,15,1,0.0666666666666667,1542,153,1176,106,0.0992217898832685,0.0901360544217687
"07huQEWGQAe7aJaeR08Cag","metal","trust",0,0,0,15,2,0.133333333333333,1798,210,1379,230,0.116796440489433,0.166787527193619
"07q0QVgO56EorrSGHC48y3","rock","anger",0,0,0,34,4,0.117647058823529,4616,583,3964,426,0.126299826689775,0.107467204843592
"07q0QVgO56EorrSGHC48y3","rock","anticipation",0,0,0,34,3,0.0882352941176471,5107,825,4337,738,0.161542980223223,0.170163707632004
"07q0QVgO56EorrSGHC48y3","rock","disgust",0,0,0,34,10,0.294117647058824,3980,404,3512,334,0.101507537688442,0.0951025056947608
"07q0QVgO56EorrSGHC48y3","rock","fear",0,0,0,34,4,0.117647058823529,4766,725,3942,508,0.152119177507344,0.128868594622019
"07q0QVgO56EorrSGHC48y3","rock","joy",0,0,0,34,3,0.0882352941176471,5201,1040,4193,798,0.199961545856566,0.190317195325543
"07q0QVgO56EorrSGHC48y3","rock","sadness",0,0,0,34,7,0.205882352941176,4961,768,4285,582,0.154807498488208,0.135822637106184
"07q0QVgO56EorrSGHC48y3","rock","surprise",0,0,0,34,3,0.0882352941176471,4262,416,4106,431,0.0976067573908963,0.104968339016074
"08cXy6KUizaAelYXtcew3w","pop","anticipation",7,3,0.428571428571429,13,2,0.153846153846154,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"08cXy6KUizaAelYXtcew3w","pop","anger",7,2,0.285714285714286,0,0,0,6871,750,5373,540,0.109154417115413,0.100502512562814
"08cXy6KUizaAelYXtcew3w","pop","surprise",7,1,0.142857142857143,13,1,0.0769230769230769,7019,701,5820,627,0.0998717766063542,0.107731958762887
"08cXy6KUizaAelYXtcew3w","pop","fear",7,1,0.142857142857143,0,0,0,7215,859,5448,626,0.119057519057519,0.114904552129222
"08cXy6KUizaAelYXtcew3w","pop","disgust",0,0,0,13,1,0.0769230769230769,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"08cXy6KUizaAelYXtcew3w","pop","joy",0,0,0,13,4,0.307692307692308,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"08cXy6KUizaAelYXtcew3w","pop","sadness",0,0,0,13,4,0.307692307692308,7201,898,5888,701,0.124704902096931,0.119055706521739
"08cXy6KUizaAelYXtcew3w","pop","trust",0,0,0,13,1,0.0769230769230769,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"09iyGiljLWRYXdRazFkdtJ","country","anticipation",55,7,0.127272727272727,37,5,0.135135135135135,1018,219,561,90,0.215127701375246,0.160427807486631
"09iyGiljLWRYXdRazFkdtJ","country","joy",55,15,0.272727272727273,37,9,0.243243243243243,1431,242,558,152,0.16911250873515,0.272401433691756
"09iyGiljLWRYXdRazFkdtJ","country","surprise",55,5,0.0909090909090909,37,3,0.0810810810810811,1366,142,479,55,0.103953147877013,0.11482254697286
"09iyGiljLWRYXdRazFkdtJ","country","disgust",55,7,0.127272727272727,37,1,0.027027027027027,1573,188,307,27,0.119516846789574,0.0879478827361563
"09iyGiljLWRYXdRazFkdtJ","country","anger",55,8,0.145454545454545,37,5,0.135135135135135,1613,241,328,34,0.14941103533788,0.103658536585366
"09iyGiljLWRYXdRazFkdtJ","country","fear",55,6,0.109090909090909,37,5,0.135135135135135,1568,210,441,53,0.133928571428571,0.120181405895692
"09iyGiljLWRYXdRazFkdtJ","country","trust",55,5,0.0909090909090909,37,7,0.189189189189189,1290,180,544,105,0.13953488372093,0.193014705882353
"09iyGiljLWRYXdRazFkdtJ","country","sadness",55,2,0.0363636363636364,37,2,0.0540540540540541,1585,217,478,59,0.136908517350158,0.123430962343096
"0ACACkoHUwgfgY5CxVIL4N","others","anticipation",49,2,0.0408163265306122,17,3,0.176470588235294,5642,882,2647,453,0.156327543424318,0.171137136380808
"0ACACkoHUwgfgY5CxVIL4N","others","joy",49,9,0.183673469387755,17,5,0.294117647058824,5672,1445,2675,563,0.254760225669958,0.210467289719626
"0ACACkoHUwgfgY5CxVIL4N","others","trust",49,14,0.285714285714286,17,7,0.411764705882353,5662,1134,2629,493,0.200282585658778,0.187523773297832
"0ACACkoHUwgfgY5CxVIL4N","others","disgust",49,2,0.0408163265306122,0,0,0,3871,374,2022,176,0.0966158615344872,0.0870425321463897
"0ACACkoHUwgfgY5CxVIL4N","others","sadness",49,12,0.244897959183673,0,0,0,5319,573,2464,271,0.107727016356458,0.109983766233766
"0ACACkoHUwgfgY5CxVIL4N","others","fear",49,7,0.142857142857143,17,1,0.0588235294117647,5023,494,2321,260,0.0983476010352379,0.11202068074106
"0ACACkoHUwgfgY5CxVIL4N","others","surprise",49,3,0.0612244897959184,0,0,0,5072,420,2403,269,0.082807570977918,0.111943404078236
"0ACACkoHUwgfgY5CxVIL4N","others","anger",0,0,0,17,1,0.0588235294117647,4616,430,2307,255,0.0931542461005199,0.110533159947984
"0aOluBqXYd0rFSCsgDyAWX","pop","trust",77,37,0.480519480519481,33,6,0.181818181818182,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"0aOluBqXYd0rFSCsgDyAWX","pop","anticipation",77,4,0.051948051948052,33,4,0.121212121212121,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"0aOluBqXYd0rFSCsgDyAWX","pop","disgust",77,3,0.038961038961039,33,3,0.0909090909090909,6129,520,4551,384,0.0848425518029042,0.0843770599868161
"0aOluBqXYd0rFSCsgDyAWX","pop","fear",77,4,0.051948051948052,33,6,0.181818181818182,7215,859,5448,626,0.119057519057519,0.114904552129222
"0aOluBqXYd0rFSCsgDyAWX","pop","joy",77,16,0.207792207792208,33,4,0.121212121212121,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"0aOluBqXYd0rFSCsgDyAWX","pop","surprise",77,7,0.0909090909090909,0,0,0,7019,701,5820,627,0.0998717766063542,0.107731958762887
"0aOluBqXYd0rFSCsgDyAWX","pop","anger",77,3,0.038961038961039,33,6,0.181818181818182,6871,750,5373,540,0.109154417115413,0.100502512562814
"0aOluBqXYd0rFSCsgDyAWX","pop","sadness",77,3,0.038961038961039,33,4,0.121212121212121,7201,898,5888,701,0.124704902096931,0.119055706521739
"0aqVhoenCvorCVcEZEfiLS","others","trust",35,12,0.342857142857143,11,2,0.181818181818182,5662,1134,2629,493,0.200282585658778,0.187523773297832
"0aqVhoenCvorCVcEZEfiLS","others","joy",35,17,0.485714285714286,11,4,0.363636363636364,5672,1445,2675,563,0.254760225669958,0.210467289719626
"0aqVhoenCvorCVcEZEfiLS","others","surprise",35,2,0.0571428571428571,0,0,0,5072,420,2403,269,0.082807570977918,0.111943404078236
"0aqVhoenCvorCVcEZEfiLS","others","anger",35,1,0.0285714285714286,0,0,0,4616,430,2307,255,0.0931542461005199,0.110533159947984
"0aqVhoenCvorCVcEZEfiLS","others","sadness",35,2,0.0571428571428571,11,3,0.272727272727273,5319,573,2464,271,0.107727016356458,0.109983766233766
"0aqVhoenCvorCVcEZEfiLS","others","anticipation",35,1,0.0285714285714286,11,2,0.181818181818182,5642,882,2647,453,0.156327543424318,0.171137136380808
"0AUyNF6iFxMNQsNx2nhtrw","rock","anger",15,4,0.266666666666667,0,0,0,4616,583,3964,426,0.126299826689775,0.107467204843592
"0AUyNF6iFxMNQsNx2nhtrw","rock","fear",15,4,0.266666666666667,0,0,0,4766,725,3942,508,0.152119177507344,0.128868594622019
"0AUyNF6iFxMNQsNx2nhtrw","rock","sadness",15,4,0.266666666666667,0,0,0,4961,768,4285,582,0.154807498488208,0.135822637106184
"0AUyNF6iFxMNQsNx2nhtrw","rock","joy",15,2,0.133333333333333,0,0,0,5201,1040,4193,798,0.199961545856566,0.190317195325543
"0AUyNF6iFxMNQsNx2nhtrw","rock","disgust",15,1,0.0666666666666667,0,0,0,3980,404,3512,334,0.101507537688442,0.0951025056947608
"0B5J2lmZAPmD9h0LQd8Tvn","pop","anger",5,1,0.2,0,0,0,6871,750,5373,540,0.109154417115413,0.100502512562814
"0B5J2lmZAPmD9h0LQd8Tvn","pop","trust",5,4,0.8,11,3,0.272727272727273,7907,1366,6112,1086,0.172758315416719,0.177683246073298
"0B5J2lmZAPmD9h0LQd8Tvn","pop","anticipation",0,0,0,11,2,0.181818181818182,7630,1229,6114,1063,0.161074705111402,0.173863264638535
"0B5J2lmZAPmD9h0LQd8Tvn","pop","fear",0,0,0,11,1,0.0909090909090909,7215,859,5448,626,0.119057519057519,0.114904552129222
"0B5J2lmZAPmD9h0LQd8Tvn","pop","joy",0,0,0,11,4,0.363636363636364,7817,1885,6143,1308,0.24114110272483,0.212925280807423
"0B5J2lmZAPmD9h0LQd8Tvn","pop","surprise",0,0,0,11,1,0.0909090909090909,7019,701,5820,627,0.0998717766063542,0.107731958762887
"0b9oOr2ZgvyQu88wzixux9","rap","joy",12,4,0.333333333333333,0,0,0,2026,308,658,108,0.152023692003949,0.164133738601824
"0b9oOr2ZgvyQu88wzixux9","rap","trust",12,3,0.25,0,0,0,1978,278,658,99,0.140546006066734,0.150455927051672
"0b9oOr2ZgvyQu88wzixux9","rap","anticipation",12,1,0.0833333333333333,9,2,0.222222222222222,1982,262,648,113,0.132189707366297,0.174382716049383
"0b9oOr2ZgvyQu88wzixux9","rap","surprise",12,1,0.0833333333333333,0,0,0,1871,162,486,57,0.0865847140566542,0.117283950617284
"0b9oOr2ZgvyQu88wzixux9","rap","anger",12,1,0.0833333333333333,9,2,0.222222222222222,1899,327,631,85,0.17219589257504,0.134706814580032
"0b9oOr2ZgvyQu88wzixux9","rap","disgust",12,1,0.0833333333333333,9,3,0.333333333333333,1847,208,600,66,0.112615051434759,0.11
"0b9oOr2ZgvyQu88wzixux9","rap","fear",12,1,0.0833333333333333,9,2,0.222222222222222,1795,247,622,84,0.137604456824513,0.135048231511254
"0bHs3ly4Bv5BlzE3KrePfX","hip hop","joy",313,98,0.313099041533546,18,5,0.277777777777778,2938,410,1371,229,0.139550714771954,0.167031363967907
"0bHs3ly4Bv5BlzE3KrePfX","hip hop","trust",313,45,0.143769968051118,18,3,0.166666666666667,2953,383,1385,223,0.129698611581443,0.16101083032491
"0bHs3ly4Bv5BlzE3KrePfX","hip hop","anger",313,24,0.0766773162939297,18,3,0.166666666666667,2746,451,1232,152,0.164238892935178,0.123376623376623
"0bHs3ly4Bv5BlzE3KrePfX","hip hop","fear",313,31,0.0990415335463259,18,1,0.0555555555555556,2814,381,1264,147,0.135394456289979,0.11629746835443
"0bHs3ly4Bv5BlzE3KrePfX","hip hop","anticipation",313,49,0.156549520766773,18,3,0.166666666666667,2983,393,1380,250,0.131746563861884,0.181159420289855
"0bHs3ly4Bv5BlzE3KrePfX","hip hop","surprise",313,23,0.073482428115016,18,1,0.0555555555555556,2836,197,1315,107,0.0694640338504937,0.0813688212927757
"0bHs3ly4Bv5BlzE3KrePfX","hip hop","sadness",313,29,0.0926517571884984,18,1,0.0555555555555556,2802,515,1309,189,0.183797287651677,0.144385026737968
"0bHs3ly4Bv5BlzE3KrePfX","hip hop","disgust",313,14,0.0447284345047923,18,1,0.0555555555555556,2839,269,1201,113,0.0947516731243396,0.0940882597835137
"0bq0YAWnc5HuE3AnYhITA5","punk","anticipation",51,8,0.156862745098039,48,9,0.1875,1129,225,790,127,0.199291408325952,0.160759493670886
"0bq0YAWnc5HuE3AnYhITA5","punk","sadness",51,4,0.0784313725490196,48,5,0.104166666666667,1006,122,792,104,0.121272365805169,0.131313131313131
"0bq0YAWnc5HuE3AnYhITA5","punk","joy",51,2,0.0392156862745098,48,8,0.166666666666667,1090,156,799,160,0.143119266055046,0.200250312891114
"0bq0YAWnc5HuE3AnYhITA5","punk","surprise",51,5,0.0980392156862745,48,4,0.0833333333333333,969,118,736,77,0.121775025799794,0.104619565217391
"0bq0YAWnc5HuE3AnYhITA5","punk","trust",51,10,0.196078431372549,48,6,0.125,1073,187,797,156,0.174277726001864,0.19573400250941
"0bq0YAWnc5HuE3AnYhITA5","punk","anger",51,8,0.156862745098039,48,4,0.0833333333333333,967,117,746,72,0.120992761116856,0.096514745308311
"0bq0YAWnc5HuE3AnYhITA5","punk","fear",51,11,0.215686274509804,48,4,0.0833333333333333,926,128,741,84,0.138228941684665,0.11336032388664
"0bq0YAWnc5HuE3AnYhITA5","punk","disgust",51,3,0.0588235294117647,48,8,0.166666666666667,880,109,571,56,0.123863636363636,0.0980735551663748
"0cntShbC3GmWXygfH98brk","punk","anticipation",49,22,0.448979591836735,72,13,0.180555555555556,1129,225,790,127,0.199291408325952,0.160759493670886
